Chr	Gene_l	Gene_r	Gene_type	Gene	Strand	Gene_length	Counts	RPKM	TPM
chr10	79904898	79931801	transcribed_pseudogene	BMS1P21	+	818	5	0.03	0.09154680308075029
chr10	79920178	79923119	transcribed_pseudogene	MBL1P	+	1424	1	0.00	0.01051759619663676
chr10	79937740	79982236	protein_coding	SFTPD	-	1370	4	0.02	0.04372863352995838
chr10	80046233	80079193	lncRNA	TMEM254-AS1	-	4046	34	0.05	0.125857621714376
chr10	80078646	80092552	protein_coding	TMEM254	+	3454	989	1.61	4.288450885114831
chr10	80131661	80145359	protein_coding	PLAC9	+	947	26	0.15	0.411196918251615
chr10	80150889	80205808	protein_coding	ANXA11	-	9046	43939	27.29	72.74783405045855
chr10	80207710	80219657	lncRNA	LINC00857	+	2161	2021	5.25	14.006771015588022
chr10	80247758	80255408	lncRNA	LOC100130698	+	3468	122	0.20	0.5268745536474368
chr10	80271820	80289658	protein_coding	MAT1A	-	3384	7	0.01	0.030980909836901663
chr10	80336013	80356787	protein_coding	DYDC1	-	3448	0	0.00	0.0
chr10	80344745	80368073	protein_coding	DYDC2	+	2516	6	0.01	0.03571635210813373
chr10	80407829	80437115	protein_coding	PRXL2A	+	7685	2281	1.67	4.445369808787055
chr10	80454265	80533124	protein_coding	TSPAN14	+	16627	7345	2.48	6.6161354151415726
chr10	80529597	80535942	lncRNA	LOC101929574	-	598	1	0.01	0.02504524579266011
chr10	80537902	80646560	protein_coding	SH2D4B	+	6404	7	0.01	0.016370924248606374
chr10	80629686	80649343	lncRNA	LOC105378387	-	633	1	0.01	0.023660437573476693
chr10	80649797	80653734	lncRNA	LINC02655	+	372	0	0.00	0.0
chr10	81864263	81869086	lncRNA	LOC105378390	+	4494	1	0.00	0.003332678456611203
chr10	81875190	82989979	protein_coding	NRG3	+	12629	8	0.00	0.009487406435354024
chr10	81915497	81922820	lncRNA	LOC107984294	-	7225	4	0.00	0.008291796254123596
chr10	82229014	82232920	lncRNA	NRG3-AS1	-	490	0	0.00	0.0
chr10	83158009	83166695	lncRNA	LOC107984187	+	326	0	0.00	0.0
chr10	83188890	83195025	lncRNA	LOC105378392	-	740	0	0.00	0.0
chr10	83521509	83548449	lncRNA	LOC105378394	-	1137	0	0.00	0.0
chr10	83546315	83547979	lncRNA	LOC105378393	+	374	0	0.00	0.0
chr10	83584615	83650735	lncRNA	LOC105378396	+	1917	0	0.00	0.0
chr10	83672406	83677089	lncRNA	LINC02650	-	510	3	0.03	0.0881003352000632
chr10	83909587	83915335	lncRNA	LOC107984181	-	1434	1	0.00	0.010444251732225067
chr10	83953305	83970831	lncRNA	LOC105378398	-	230	0	0.00	0.0
chr10	83971590	84003481	lncRNA	LOC105378399	-	700	5	0.04	0.1069789784572196
chr10	84139509	84153568	protein_coding	GHITM	+	2382	61245	144.43	385.0839021770521
chr10	84167228	84172076	lncRNA	CERNA2	-	1857	27	0.08	0.21776011769967157
chr10	84173764	84185294	protein_coding	C10orf99	+	862	0	0.00	0.0
chr10	84194537	84219621	protein_coding	CDHR1	+	8150	18	0.01	0.033078162664072805
chr10	84220485	84225589	protein_coding	LRIT2	-	3187	2	0.00	0.009398843416385782
chr10	84231520	84241546	protein_coding	LRIT1	-	2948	4	0.01	0.02032165126731444
chr10	84243741	84259960	protein_coding	RGR	+	4175	12	0.02	0.04304782845703687
chr10	84279980	84294659	lncRNA	LINC00858	+	2685	6	0.01	0.0334682837631525
chr10	84328552	84518521	protein_coding	CCSER2	+	10190	5165	2.85	7.591413083652159
chr10	84847235	84874407	lncRNA	LOC105378400	+	1113	0	0.00	0.0
chr10	84947323	84950932	lncRNA	LOC105378401	+	346	0	0.00	0.0
chr10	84947368	84993049	lncRNA	LOC107984249	-	2254	0	0.00	0.0
chr10	85193421	85198938	lncRNA	LINC01519	-	2244	9	0.02	0.060068410363679464
chr10	85198973	85212802	lncRNA	LOC105378402	+	817	0	0.00	0.0
chr10	85377486	85380116	lncRNA	LOC105378403	-	1448	0	0.00	0.0
chr10	85431943	85432772	lncRNA	LINC02647	-	660	0	0.00	0.0
chr10	85432863	85448956	lncRNA	LOC101929662	+	2667	4	0.01	0.022462777628812516
chr10	85449592	85492001	lncRNA	LINC01520	+	1492	3	0.01	0.0301147258391637
chr10	85537119	85581970	lncRNA	LOC105378404	-	6508	2	0.00	0.004602660413033419
chr10	85577731	85607215	lncRNA	GRID1-AS1	+	2102	1	0.00	0.007125146043772953
chr10	85599552	86366795	protein_coding	GRID1	-	6159	27	0.02	0.06565684990555126
chr10	86264694	86264788	miRNA	MIR346	-	95	1	0.06	0.15765323141063942
chr10	86435256	86521816	protein_coding	WAPL	-	8025	20296	14.21	37.878423495013344
chr10	86533832	86552366	lncRNA	LOC105378408	+	1852	11	0.03	0.08895660195686729
chr10	86546027	86556154	lncRNA	LOC105378407	-	581	0	0.00	0.0
chr10	86556328	86566402	lncRNA	LOC105378406	-	741	3	0.02	0.06063585823486132
chr10	86653495	86666460	protein_coding	OPN4	+	4245	11	0.01	0.038809806083420065
chr10	86658074	86666318	lncRNA	LOC105378409	-	371	0	0.00	0.0
chr10	86666788	86736072	protein_coding	LDB3	+	6525	377	0.32	0.8653410701872875
chr10	86755786	86927969	protein_coding	BMPR1A	+	6680	8622	7.25	19.33116546648812
chr10	86935540	86970480	protein_coding	MMRN2	-	5741	5607	5.49	14.627479273532181
chr10	86955759	86963260	protein_coding	SNCG	+	1015	27828	154.01	410.6222086217251
chr10	86968482	86970915	protein_coding	ADIRF	+	627	655	5.87	15.645888874843761
chr10	86970336	87010203	protein_coding	AGAP11	+	3560	186	0.29	0.7825091570297749
chr10	87020294	87024730	protein_coding	FAM25A	+	357	44	0.69	1.8459117851441815
chr10	87050202	87094843	protein_coding	GLUD1	-	3868	25441	36.95	98.50861084028371
chr10	87094478	87191469	protein_coding	SHLD2	+	4487	7248	9.07	24.1929371562536
chr10	87189779	87194905	lncRNA	LOC105378410	-	2696	58	0.12	0.32220671553138847
chr10	87221899	87235372	protein_coding	NUTM2A	+	6390	75	0.07	0.17578705380294302
chr10	87238667	87342558	lncRNA	NUTM2A-AS1	-	822	1133	7.74	20.64355907893452
chr10	87342411	87357302	lncRNA	LINC00863	+	3201	392	0.69	1.834116319191569
chr10	87357720	87370695	protein_coding	NUTM2D	+	5543	126	0.13	0.34044906728943786
chr10	87396574	87407700	lncRNA	FAM245A	-	1195	6	0.03	0.07519861247202048
chr10	87430124	87492429	lncRNA	LOC112268063	+	4765	201	0.24	0.6317709241943672
chr10	87499188	87504901	lncRNA	LOC112268064	-	2198	39	0.10	0.26574395922494043
chr10	87503881	87503954	miRNA	MIR4678	+	74	1	0.08	0.20239266194609118
chr10	87504466	87553461	protein_coding	MINPP1	+	3344	6662	11.19	29.837665558456813
chr10	87596449	87608738	lncRNA	LOC105378412	+	988	1	0.01	0.01515896455871533
chr10	87659878	87747705	protein_coding	PAPSS2	+	3699	38317	58.19	155.14352323772366
chr10	87751512	87841359	protein_coding	ATAD1	-	8330	22347	15.07	40.1791467493023
chr10	87818313	87845612	transcribed_pseudogene	CFL1P1	+	2120	110	0.29	0.7771114472835764
chr10	87859161	87863437	protein_coding	KLLN	-	4277	518	0.68	1.81391524847266
chr10	87863625	87971930	protein_coding	PTEN	+	8674	14853	9.62	25.64609492546825
chr10	87873223	87879202	lncRNA	LOC107987150	+	3208	276	0.48	1.2885497903949394
chr10	88042266	88058177	lncRNA	LOC105378414	+	514	1	0.01	0.02913824315955398
chr10	88061830	88104391	lncRNA	LOC105378415	-	15237	4	0.00	0.003931760053556671
chr10	88120313	88122124	lncRNA	LOC105378416	+	361	0	0.00	0.0
chr10	88131898	88380353	lncRNA	LOC101929727	+	9813	26	0.01	0.03968240921066742
chr10	88176052	88584480	protein_coding	RNLS	-	33266	2106	0.36	0.9481657550750504
chr10	88583277	88623161	protein_coding	LIPJ	+	5553	0	0.00	0.0
chr10	88664442	88678815	protein_coding	LIPF	+	1473	3	0.01	0.03050317104686506
chr10	88706225	88753092	protein_coding	LIPK	+	3461	8	0.01	0.03461902798962322
chr10	88757226	88783662	protein_coding	LIPN	+	8213	5	0.00	0.009117896617564073
chr10	88802730	88822022	protein_coding	LIPM	+	6781	1	0.00	0.002208679690902632
chr10	88819896	88851844	protein_coding	ANKRD22	-	3858	9	0.01	0.03493870213999397
chr10	88879368	88923502	protein_coding	STAMBPL1	+	5002	5140	5.77	15.390258476172574
chr10	88925935	88932577	lncRNA	LOC105379869	-	341	25	0.41	1.0980247055726353
chr10	88932684	88939974	lncRNA	ACTA2-AS1	+	2043	22	0.06	0.16128010457573977
chr10	88935074	88991397	protein_coding	ACTA2	-	1808	437	1.36	3.620007689166314
chr10	88968429	89017059	protein_coding	FAS	+	9480	3811	2.26	6.020840101905586
chr10	88991422	88992975	lncRNA	FAS-AS1	-	1554	13	0.05	0.1252906954904374
chr10	89063335	89063411	miRNA	MIR4679-2	-	77	0	0.00	0.0
chr10	89063336	89063410	miRNA	MIR4679-1	+	75	0	0.00	0.0
chr10	89179282	89204549	lncRNA	LOC105378418	+	474	1	0.01	0.03159716663293406
chr10	89205629	89207317	protein_coding	CH25H	-	1689	1	0.00	0.008867410884553431
chr10	89213569	89252039	protein_coding	LIPA	-	3302	15802	26.88	71.67397167211927
chr10	89291207	89301896	lncRNA	LOC105378419	-	1855	191	0.58	1.5421120668172787
chr10	89302046	89309271	protein_coding	IFIT2	+	3393	4216	6.98	18.609865088296285
chr10	89327997	89340968	protein_coding	IFIT3	+	2611	3502	7.53	20.087956169285956
chr10	89332105	89344944	lncRNA	LOC101926887	-	5631	43	0.04	0.1143692861503218
chr10	89378056	89385205	protein_coding	IFIT1B	+	1972	3	0.01	0.02278456944829221
chr10	89392546	89406487	protein_coding	IFIT1	+	4728	5550	6.59	17.580936180469468
chr10	89413856	89421506	lncRNA	LOC107984251	-	2035	30	0.08	0.22079199485028125
chr10	89414568	89420997	protein_coding	IFIT5	+	4029	473	0.66	1.7582893902797425
chr10	89430299	89536029	protein_coding	SLC16A12	-	7875	29	0.02	0.055153606671277666
chr10	89455991	89468151	lncRNA	SLC16A12-AS1	+	562	0	0.00	0.0
chr10	89579495	89645572	protein_coding	PANK1	-	10206	3758	2.07	5.514773676848166
chr10	89592747	89592827	miRNA	MIR107	-	81	0	0.00	0.0
chr10	89645272	89654637	lncRNA	LOC105378421	+	5818	205	0.20	0.5277237335376767
chr10	89691300	89697928	transcribed_pseudogene	FLJ37201	-	3662	151	0.23	0.617568433802737
chr10	89701590	89774943	protein_coding	KIF20B	+	6450	20669	18.00	47.99392105465397
chr10	89823520	89830821	lncRNA	LOC105378424	-	1177	0	0.00	0.0
chr10	89829493	89840861	lncRNA	LINC00865	+	4289	13	0.02	0.045395602889284146
chr10	89853906	89914956	lncRNA	LINC01374	+	577	0	0.00	0.0
chr10	89915489	89957373	lncRNA	LINC01375	-	1860	0	0.00	0.0
chr10	90172425	90176705	lncRNA	LOC105378426	+	1900	0	0.00	0.0
chr10	90402521	90540805	lncRNA	LINC02653	-	981	0	0.00	0.0
chr10	90738693	90858039	protein_coding	HTR7	-	5623	6	0.01	0.01598120965748968
chr10	90871952	90908556	protein_coding	RPP30	+	5795	5271	5.11	13.622789881401319
chr10	90912100	90921275	protein_coding	ANKRD1	-	1974	38	0.11	0.28831214052300325
chr10	90947300	90992132	lncRNA	XLOC_008559	+	504	6	0.07	0.17829829742869935
chr10	90965877	90981276	lncRNA	LOC107984252	+	804	0	0.00	0.0
chr10	91033166	91041255	lncRNA	LOC105378430	+	538	0	0.00	0.0
chr10	91045808	91062159	lncRNA	LINC00502	+	540	0	0.00	0.0
chr10	91103140	91161299	lncRNA	LOC105378429	+	2061	22	0.06	0.1598715447104495
chr10	91151995	91153083	transcribed_pseudogene	NUDT9P1	-	1089	50	0.26	0.6876518358131655
chr10	91162402	91284337	protein_coding	PCGF5	+	8531	13329	8.78	23.400444559826425
chr10	91306962	91611460	lncRNA	HECTD2-AS1	-	1023	108	0.59	1.5811555760245948
chr10	91409235	91514829	protein_coding	HECTD2	+	7068	4186	3.33	8.870113261894309
chr10	91551185	91560685	lncRNA	LOC105378433	+	5571	29	0.03	0.07796349892951206
chr10	91628442	91633071	protein_coding	PPP1R3C	-	2541	7315	16.17	43.11577010548548
chr10	91676200	91706473	lncRNA	LOC107984253	-	415	1	0.01	0.0360892939373753
chr10	91782839	91798291	lncRNA	TNKS2-AS1	-	761	13	0.10	0.2558498564942703
chr10	91798426	91865475	protein_coding	TNKS2	+	8554	16768	11.01	29.35881359690112
chr10	91906584	91909486	protein_coding	FGFBP3	-	2553	319	0.70	1.8713988162551618
chr10	91923770	92031437	protein_coding	BTAF1	+	8965	23310	14.61	38.9420187727039
chr10	92046692	92291499	protein_coding	CPEB3	-	11016	2655	1.35	3.6096665116692566
chr10	92111472	92115528	lncRNA	LOC107984254	+	3932	57	0.08	0.21711400002253625
chr10	92291164	92353964	protein_coding	MARCHF5	+	4081	9616	13.24	35.29021807357201
chr10	92418661	92419606	transcribed_pseudogene	MARK2P9	+	946	18	0.11	0.28497571428350255
chr10	92451684	92574095	protein_coding	IDE	-	7532	21812	16.27	43.372220782692835
chr10	92593130	92655395	protein_coding	KIF11	+	5016	26357	29.52	78.69822386913302
chr10	92689955	92695647	protein_coding	HHEX	+	1724	2421	7.89	21.03216644912414
chr10	92826831	93059494	protein_coding	EXOC6	+	5902	4251	4.05	10.787439721963688
chr10	93060798	93069540	protein_coding	CYP26C1	+	2878	17	0.03	0.08846767502716563
chr10	93073475	93077885	protein_coding	CYP26A1	+	2477	18	0.04	0.10883610242720769
chr10	93306429	93482505	protein_coding	MYOF	-	8484	77038	51.01	135.9974676961598
chr10	93496612	93529094	protein_coding	CEP55	+	2682	21776	45.61	121.60342762260179
chr10	93556479	93561103	lncRNA	LOC105378436	+	844	1	0.01	0.01774532818010752
chr10	93566178	93590072	protein_coding	FFAR4	+	4360	15	0.02	0.051526572192697524
chr10	93591694	93601744	protein_coding	RBP4	-	1301	0	0.00	0.0
chr10	93612537	93666010	protein_coding	PDE6C	+	3358	44	0.07	0.19624493963563813
chr10	93667883	93702959	protein_coding	FRA10AC1	-	3741	3067	4.61	12.278704562940645
chr10	93745155	93757717	lncRNA	LOC101927013	-	1368	21	0.09	0.22991096247384915
chr10	93757809	93798174	protein_coding	LGI1	+	2721	0	0.00	0.0
chr10	93758848	93790088	lncRNA	LOC105378437	-	8712	8	0.01	0.01375303671626331
chr10	93893951	93914271	protein_coding	SLC35G1	+	7986	2799	1.97	5.249284059384683
chr10	93958140	93961915	transcribed_pseudogene	PIPSL	-	3776	4782	7.11	18.967236890238183
chr10	93986947	93993719	lncRNA	LOC105378438	+	748	2	0.02	0.04004560690911964
chr10	93993931	94332823	protein_coding	PLCE1	+	18197	1019	0.31	0.8386888534762296
chr10	94081950	94108794	lncRNA	PLCE1-AS2	-	2383	0	0.00	0.0
chr10	94109103	94118114	lncRNA	LOC107984255	+	4732	0	0.00	0.0
chr10	94279290	94287070	lncRNA	PLCE1-AS1	-	1408	0	0.00	0.0
chr10	94314907	94362959	protein_coding	NOC3L	-	4585	10513	12.88	34.34106871819083
chr10	94402429	94536332	protein_coding	TBC1D12	+	6591	2833	2.41	6.437566747944537
chr10	94545767	94613905	protein_coding	HELLS	+	13622	10741	4.43	11.809467704100678
chr10	94683729	94736190	protein_coding	CYP2C18	+	2310	6	0.01	0.03890144671171623
chr10	94762681	94855547	protein_coding	CYP2C19	+	4131	4	0.01	0.01450211279013386
chr10	94938658	94990091	protein_coding	CYP2C9	+	2561	11	0.02	0.06432941305119805
chr10	94991441	94998358	lncRNA	LOC107984256	-	3021	6	0.01	0.02974589271898857
chr10	95036772	95069497	protein_coding	CYP2C8	-	2024	4	0.01	0.029598926845871038
chr10	95103532	95128908	lncRNA	LOC107984258	-	5966	10	0.01	0.02510401774054768
chr10	95142804	95228771	lncRNA	LOC107984257	-	5523	126	0.13	0.3416819083804733
chr10	95194200	95228929	protein_coding	ACSM6	+	1713	1	0.00	0.008743173954472123
chr10	95237569	95291006	protein_coding	PDLIM1	-	1437	25046	97.91	261.0406188041288
chr10	95311773	95561439	protein_coding	SORBS1	-	8322	682	0.46	1.2273915961421926
chr10	95605938	95656901	protein_coding	ALDH18A1	-	3955	34921	49.60	132.2411648390997
chr10	95663396	95694143	protein_coding	TCTN3	-	2739	11169	22.91	61.07292787674919
chr10	95710901	95877266	protein_coding	ENTPD1	+	16311	6572	2.26	6.034529979701957
chr10	95753206	96090235	lncRNA	ENTPD1-AS1	-	4913	49	0.06	0.14937427075443244
chr10	95907440	96035768	protein_coding	CC2D2B	+	10640	165	0.09	0.23225699270317415
chr10	96042848	96060870	protein_coding	CCNJ	+	4935	1369	1.56	4.15472968816833
chr10	96064315	96064399	miRNA	MIR3157	-	85	1	0.07	0.1762006704001264
chr10	96128906	96205291	protein_coding	ZNF518A	+	14783	2508	0.95	2.540922608124126
chr10	96189171	96271576	protein_coding	BLNK	-	4459	93	0.12	0.3123718994198249
chr10	96304434	96338564	protein_coding	DNTT	+	1934	1	0.00	0.007744083238888701
chr10	96343216	96359365	protein_coding	OPALIN	-	4011	1	0.00	0.0037339957576690967
chr10	96364608	96513926	protein_coding	TLL2	-	6769	31	0.03	0.06859045154444278
chr10	96518110	96587012	protein_coding	TM9SF3	-	6548	37245	31.95	85.1894452305254
chr10	96587346	96609705	lncRNA	LOC105378443	+	6592	64	0.05	0.14540832023311404
chr10	96593312	96720514	protein_coding	PIK3AP1	-	4989	8	0.01	0.024016126653053915
chr10	96750266	96750923	transcribed_pseudogene	RPL13AP5	+	658	24393	208.25	555.2208981929697
chr10	96828669	96828764	miRNA	MIR607	-	96	0	0.00	0.0
chr10	96830632	96832458	lncRNA	LOC102723665	-	1827	74	0.23	0.606624092401092
chr10	96832298	96995956	protein_coding	LCOR	+	25655	9185	2.01	5.362084131675646
chr10	96998038	97185959	protein_coding	SLIT1	-	7964	50	0.04	0.09402973997997706
chr10	97077202	97102203	lncRNA	LOC105378444	-	5435	11	0.01	0.030312350841604083
chr10	97102756	97103747	lncRNA	SLIT1-AS1	+	689	0	0.00	0.0
chr10	97153042	97292673	lncRNA	ARHGAP19-SLIT1	-	1916	0	0.00	0.0
chr10	97195357	97205977	lncRNA	LOC112268065	+	3606	4	0.01	0.01661348528453771
chr10	97210235	97231993	lncRNA	LOC105378447	+	2812	12	0.02	0.06391347219350248
chr10	97222173	97292673	protein_coding	ARHGAP19	-	5532	2787	2.83	7.545382829797171
chr10	97319271	97321915	protein_coding	FRAT1	+	2645	703	1.49	3.980669587810796
chr10	97332497	97334729	protein_coding	FRAT2	-	2233	8818	22.18	59.143613293778216
chr10	97335445	97343203	lncRNA	LOC105378448	+	508	9	0.10	0.2653415607403478
chr10	97356357	97401370	protein_coding	RRP12	-	4950	17138	19.45	51.853899513530536
chr10	97418747	97426057	lncRNA	LOC644215	-	784	23	0.16	0.4393779472350091
chr10	97426191	97433444	protein_coding	PGAM1	+	2054	87955	240.54	641.3374133537804
chr10	97435909	97446017	protein_coding	EXOSC1	-	3583	5934	9.30	24.80431374354445
chr10	97446131	97457370	protein_coding	ZDHHC16	+	2167	11394	29.54	78.74877123941783
chr10	97458324	97498794	protein_coding	MMS19	-	6356	20783	18.37	48.97233720873117
chr10	97498924	97571206	protein_coding	UBTD1	+	1647	1418	4.84	12.894636796191401
chr10	97572441	97583884	protein_coding	ANKRD2	+	1509	1005	3.74	9.974779502273558
chr10	97584345	97612802	protein_coding	HOGA1	+	2486	2090	4.72	12.591331092752396
chr10	97589721	97590934	protein_coding	C10orf62	+	1214	32	0.15	0.39478239167079393
chr10	97614553	97634156	protein_coding	MORN4	-	2797	94	0.19	0.5033404921333609
chr10	97640686	97676434	protein_coding	PI4K2A	+	4189	10373	13.91	37.08689713419515
chr10	97677422	97687432	protein_coding	AVPI1	-	1568	21294	76.29	203.39378279178877
chr10	97713730	97718150	protein_coding	MARVELD1	+	3213	17133	29.95	79.86365306786682
chr10	97737121	97760907	protein_coding	ZFYVE27	+	7296	8569	6.60	17.590241405700123
chr10	97766751	97771999	protein_coding	SFRP5	-	1883	16	0.05	0.1272612383134211
chr10	97822601	97841432	lncRNA	LOC107984260	+	231	4	0.10	0.25934297807810813
chr10	97828478	97849798	lncRNA	LINC00866	-	418	1	0.01	0.035830279866054415
chr10	97849843	97871578	protein_coding	GOLGA7B	+	6843	19	0.02	0.04158469716443141
chr10	97854711	98030828	protein_coding	CRTAC1	-	3930	11	0.02	0.04192051573132778
chr10	97875813	97875897	miRNA	MIR3085	-	85	0	0.00	0.0
chr10	98134624	98244897	protein_coding	R3HCC1L	+	5556	3716	3.76	10.017052511264206
chr10	98247690	98268221	protein_coding	LOXL4	-	4469	27	0.03	0.09048568775302979
chr10	98361306	98368632	lncRNA	LOC105378449	+	781	0	0.00	0.0
chr10	98383565	98415182	protein_coding	PYROXD2	-	10223	1364	0.75	1.9983082975829656
chr10	98395218	98395307	miRNA	MIR1287	-	90	0	0.00	0.0
chr10	98416193	98446963	protein_coding	HPS1	-	4562	5796	7.14	19.02828195513509
chr10	98431292	98431360	miRNA	MIR4685	-	69	3	0.24	0.6511763906091629
chr10	98446321	98453805	lncRNA	LOC101927278	+	970	27	0.16	0.41688715316318575
chr10	98457077	99235875	protein_coding	HPSE2	-	5499	2	0.00	0.005447192938356335
chr10	98924499	98924568	miRNA	MIR6507	-	70	0	0.00	0.0
chr10	99329099	99394330	protein_coding	CNNM1	+	6081	4818	4.45	11.866380619793418
chr10	99396870	99430624	protein_coding	GOT1	-	1978	15369	43.65	116.37127845665377
chr10	99422526	99427324	lncRNA	LOC107984261	-	4127	78	0.11	0.2830652882851558
chr10	99430704	99438117	lncRNA	LOC101927300	+	5580	593	0.60	1.5916478121000666
chr10	99526350	99531177	lncRNA	LINC01475	-	766	0	0.00	0.0
chr10	99532942	99536524	protein_coding	NKX2-3	+	2336	12	0.03	0.07693693656169902
chr10	99610522	99659507	protein_coding	SLC25A28	-	5323	5698	6.01	16.032175595508775
chr10	99624782	99653622	lncRNA	LOC105378450	+	1761	34	0.11	0.28916521150276286
chr10	99659509	99711245	protein_coding	ENTPD7	+	8834	5668	3.60	9.609458793906827
chr10	99694293	99732131	protein_coding	COX15	-	7301	16525	12.71	33.898899693299214
chr10	99732234	99756134	protein_coding	CUTC	+	1332	6760	28.51	76.009688597532
chr10	99782602	99853741	protein_coding	ABCC2	+	7293	33358	25.69	68.50468488586733
chr10	99875571	100009948	protein_coding	DNMBP	-	7957	7716	5.45	14.523434923793756
chr10	99927205	99958998	lncRNA	DNMBP-AS1	+	2655	21	0.04	0.11846259761364432
chr10	100042193	100081869	protein_coding	CPN1	-	1855	4	0.01	0.03229554066633045
chr10	100150094	100186029	protein_coding	ERLIN1	-	3559	10564	16.67	44.455642028403915
chr10	100188298	100229610	protein_coding	CHUK	-	7441	7679	5.80	15.456097376726047
chr10	100232298	100267638	protein_coding	CWF19L1	-	2636	7379	15.72	41.925532429823704
chr10	100237156	100237302	snoRNA	SNORA12	-	147	20	0.76	2.037694827756564
chr10	100273278	100286712	protein_coding	BLOC1S2	-	3022	4865	9.04	24.110980220785006
chr10	100288145	100347030	protein_coding	PKD2L1	-	4496	228	0.28	0.7595126762354204
chr10	100347233	100364826	protein_coding	SCD	+	5245	275983	295.58	788.0673246173951
chr10	100373576	100388354	lncRNA	OLMALINC	+	988	2288	13.01	34.68371091034068
chr10	100463009	100483744	protein_coding	WNT8B	+	2144	25	0.07	0.17463919057848354
chr10	100463787	100480788	lncRNA	LOC105378452	-	2407	58	0.14	0.3608929393737529
chr10	100486647	100519861	protein_coding	SEC31B	-	4634	1537	1.86	4.967573712650952
chr10	100523729	100529923	protein_coding	NDUFB8	-	951	15795	93.30	248.7514353968977
chr10	100535921	100559998	protein_coding	HIF1AN	+	13009	13002	5.61	14.968997994166171
chr10	100735396	100829944	protein_coding	PAX2	+	4679	26	0.03	0.08322365496565064
chr10	100909416	100965134	protein_coding	SLF2	+	11199	5454	2.74	7.2939431012407
chr10	100969503	100985618	protein_coding	SEMA4G	+	4725	435	0.52	1.3788401667819417
chr10	100974985	100975084	miRNA	MIR608	+	100	1	0.06	0.14977056984010745
chr10	100977820	100987515	protein_coding	MRPL43	-	3047	11072	20.41	54.42270263438365
chr10	100987543	100994403	protein_coding	TWNK	+	3780	11645	17.31	46.13963719016009
chr10	100997065	101007836	protein_coding	LZTS2	+	3568	12191	19.19	51.17301056392236
chr10	101007679	101031157	protein_coding	PDZD7	-	6383	1192	1.05	2.7969061452202424
chr10	101031234	101041243	protein_coding	SFXN3	+	4364	21906	28.20	75.18043315576062
chr10	101059014	101061724	lncRNA	LOC107984262	-	2258	696	1.73	4.616488778065315
chr10	101061085	101068131	protein_coding	KAZALD1	+	5075	8582	9.50	25.326719810203
chr10	101089321	101141266	lncRNA	TLX1NB	-	3031	2	0.00	0.009882584614985646
chr10	101130773	101137789	protein_coding	TLX1	+	2697	5	0.01	0.027766141979997674
chr10	101176322	101194147	lncRNA	LINC01514	+	1339	5	0.02	0.05592627701273617
chr10	101226976	101228960	protein_coding	LBX1	-	1285	7	0.03	0.08158708084675113
chr10	101229594	101238859	lncRNA	LBX1-AS1	+	1323	9	0.04	0.10188474138782819
chr10	101252821	101263550	lncRNA	LINC02681	-	2222	11	0.03	0.07414384645549875
chr10	101283939	101285971	lncRNA	LOC105378453	+	891	4	0.03	0.06723706839062064
chr10	101353808	101557321	protein_coding	BTRC	+	7500	6278	4.70	12.536795166082594
chr10	101578882	101588319	protein_coding	POLL	-	3358	6137	10.27	27.371708966907068
chr10	101588321	101609662	protein_coding	DPCD	+	2347	2824	6.76	18.020966733211054
chr10	101601417	101601497	miRNA	MIR3158-1	+	81	0	0.00	0.0
chr10	101601417	101601497	miRNA	MIR3158-2	-	81	0	0.00	0.0
chr10	101610664	101695295	protein_coding	FBXW4	-	2552	3483	7.67	20.44086578186106
chr10	101701994	101704541	lncRNA	LOC105378456	-	391	170	2.44	6.511763906091629
chr10	101702065	101704751	lncRNA	LOC105378455	+	497	52	0.59	1.5670160224719492
chr10	101735940	101767056	lncRNA	LOC105378458	-	1819	0	0.00	0.0
chr10	101767046	101773046	lncRNA	LOC105378457	+	1917	9	0.03	0.07031482152117721
chr10	101770130	101780369	protein_coding	FGF8	-	1222	8	0.04	0.09804947289041406
chr10	101781325	101783413	protein_coding	NPM3	-	877	10709	68.59	182.8840401844596
chr10	101784443	101818709	protein_coding	OGA	-	6221	24050	21.72	57.90037300521756
chr10	101819068	101828889	lncRNA	KCNIP2-AS1	+	970	66	0.38	1.0190574855100094
chr10	101825971	101843920	protein_coding	KCNIP2	-	2952	368	0.70	1.8670585942127218
chr10	101844640	101849768	lncRNA	LOC107984029	+	2051	126	0.35	0.9200922379255748
chr10	101845599	102056237	protein_coding	ARMH3	-	6341	7673	6.80	18.12316010697279
chr10	101850345	101879856	lncRNA	LOC101927445	+	2075	39	0.11	0.28149649271152727
chr10	102065349	102068036	protein_coding	HPS6	+	2688	8161	17.05	45.471637666112976
chr10	102102100	102120368	protein_coding	LDB1	-	4207	17832	23.81	63.482500627259235
chr10	102120634	102150333	protein_coding	PPRC1	+	6576	26783	22.88	60.99916624129559
chr10	102152176	102163871	protein_coding	NOLC1	+	3970	102375	144.86	386.21566970733005
chr10	102224767	102229589	protein_coding	ELOVL3	+	2546	1879	4.15	11.053373948529535
chr10	102230189	102241512	protein_coding	PITX3	-	1426	453	1.78	4.757788789450819
chr10	102245531	102382899	protein_coding	GBF1	+	6584	33839	28.87	76.97579454464453
chr10	102347214	102351282	lncRNA	LOC107984263	-	427	16	0.21	0.5612011984641028
chr10	102394110	102402529	protein_coding	NFKB2	+	4639	32049	38.81	103.47051073088173
