Chr	Gene_l	Gene_r	Gene_type	Gene	Strand	Gene_length	Counts	RPKM	TPM
chr11	47136149	47144252	lncRNA	LOC107984329	-	2525	159	0.33	0.8299516954194153
chr11	47164298	47177125	protein_coding	ARFGAP2	-	3159	8431	13.86	35.17600691406753
chr11	47177521	47186446	protein_coding	PACSIN3	-	2770	14922	27.98	71.00097967349524
chr11	47179611	47179737	miRNA	MIR6745	-	127	0	0.00	0.0
chr11	47214942	47239218	protein_coding	DDB2	+	1848	14868	41.79	106.03949727710754
chr11	47239302	47248847	protein_coding	ACP2	-	2316	4782	10.72	27.213731232352735
chr11	47248300	47269033	protein_coding	NR1H3	+	2866	3853	6.98	17.719028126744686
chr11	47269375	47330031	protein_coding	MADD	+	6503	24793	19.80	50.24957592958766
chr11	47270657	47272110	lncRNA	MADD-AS1	-	536	6	0.06	0.14753787883230243
chr11	47331406	47352702	protein_coding	MYBPC3	-	4217	142	0.17	0.4438148381030828
chr11	47354859	47395640	protein_coding	SPI1	-	3091	60	0.10	0.25584051457170526
chr11	47400970	47401042	miRNA	MIR4487	+	73	0	0.00	0.0
chr11	47407132	47416501	protein_coding	SLC39A13	+	3289	3847	6.08	15.416130832531517
chr11	47418769	47426473	protein_coding	PSMC3	-	1750	23880	70.88	179.85120351735662
chr11	47437764	47449136	protein_coding	RAPSN	-	1707	5	0.02	0.03860588901294382
chr11	47465937	47565569	protein_coding	CELF1	-	9925	33595	17.58	44.612977012644215
chr11	47565430	47573461	protein_coding	PTPMT1	+	2740	7698	14.59	37.02920759796657
chr11	47572197	47579015	protein_coding	KBTBD4	-	2807	2333	4.32	10.95442031975111
chr11	47579074	47584562	protein_coding	NDUFS3	+	894	17177	99.80	253.23683175997724
chr11	47586651	47589194	protein_coding	FAM180B	+	1465	3	0.01	0.026989864523588432
chr11	47589664	47596336	protein_coding	C1QTNF4	-	2732	49	0.09	0.2363918283096383
chr11	47604309	47642654	protein_coding	MTCH2	-	4574	31294	35.54	90.17413656083102
chr11	47659168	47715382	protein_coding	AGBL2	-	5110	9	0.01	0.023213396199837796
chr11	47716494	47767460	protein_coding	FNBP4	-	6870	16695	12.62	32.0292493810877
chr11	47778083	47848544	protein_coding	NUP160	-	6126	24022	20.37	51.68318206458616
chr11	47980504	48170839	protein_coding	PTPRJ	+	9674	12800	6.87	17.43897524451555
chr11	48096782	48096858	miRNA	MIR3161	+	77	11	0.74	1.8828643584312879
chr11	48216810	48217739	protein_coding	OR4B1	+	930	2	0.01	0.02834419464305165
chr11	48245104	48246015	protein_coding	OR4X2	+	912	1	0.01	0.014451809768661202
chr11	48263861	48264778	protein_coding	OR4X1	+	918	2	0.01	0.02871470699132684
chr11	48306223	48307152	protein_coding	OR4S1	+	930	0	0.00	0.0
chr11	48324920	48325955	protein_coding	OR4C3	+	1036	1	0.01	0.012722056475887082
chr11	48365297	48366488	protein_coding	OR4C5	-	1192	1	0.00	0.011057089353203873
chr11	48488793	48489722	protein_coding	OR4A47	+	930	0	0.00	0.0
chr11	49031596	49038049	protein_coding	TRIM49B	+	1435	1	0.00	0.009184704187469698
chr11	49053714	49059112	protein_coding	TRIM64C	-	1353	1	0.00	0.009741352926104226
chr11	49145092	49208642	protein_coding	FOLH1	-	7671	2	0.00	0.0034363317713515884
chr11	49558528	49810419	transcribed_pseudogene	LOC440040	+	2183	0	0.00	0.0
chr11	49952391	49953419	protein_coding	OR4C13	+	1029	0	0.00	0.0
chr11	49981473	49982535	protein_coding	OR4C12	-	1063	0	0.00	0.0
chr11	50032874	50033794	transcribed_pseudogene	OR4C45	+	921	0	0.00	0.0
chr11	50081831	50088477	lncRNA	LOC101060224	-	296	1	0.02	0.04452719766560479
chr11	50258333	50274210	lncRNA	LOC107984330	-	2391	1	0.00	0.00551235905856086
chr11	50279828	50298462	transcribed_pseudogene	LOC441601	-	1015	9	0.05	0.11686744293711444
chr11	50298563	50360997	lncRNA	LINC02750	+	3142	4	0.01	0.016779185880355207
chr11	50409147	50420631	transcribed_pseudogene	LOC646813	+	608	5	0.04	0.108388573264959
chr11	54603069	54603998	protein_coding	OR4C46	-	930	0	0.00	0.0
chr11	54706832	54707902	protein_coding	OR4A5	+	1071	0	0.00	0.0
chr11	55262155	55271114	protein_coding	TRIM48	+	1467	0	0.00	0.0
chr11	55293703	55298232	transcribed_pseudogene	TRIM51HP	-	1007	0	0.00	0.0
chr11	55343201	55344187	protein_coding	OR4A16	+	987	0	0.00	0.0
chr11	55367884	55368918	protein_coding	OR4A15	+	1035	0	0.00	0.0
chr11	55554269	55555616	protein_coding	OR4C15	+	1348	1	0.00	0.009777485540815294
chr11	55572128	55573060	protein_coding	OR4C16	+	933	0	0.00	0.0
chr11	55603354	55604398	protein_coding	OR4C11	-	1045	1	0.00	0.012612488525377049
chr11	55638358	55639296	protein_coding	OR4P4	+	939	0	0.00	0.0
chr11	55650904	55651839	protein_coding	OR4S2	+	936	0	0.00	0.0
chr11	55665167	55666096	protein_coding	OR4C6	+	930	0	0.00	0.0
chr11	55773438	55774382	protein_coding	OR5D13	+	945	0	0.00	0.0
chr11	55795556	55796500	protein_coding	OR5D14	+	945	1	0.01	0.01394714339578732
chr11	55811367	55812476	protein_coding	OR5L1	+	1110	0	0.00	0.0
chr11	55819630	55820571	protein_coding	OR5D18	+	942	1	0.01	0.01399156104991403
chr11	55827219	55828154	protein_coding	OR5L2	+	936	0	0.00	0.0
chr11	55838752	55843036	protein_coding	OR5D16	+	1001	1	0.01	0.013166883625393623
chr11	55883297	55891810	protein_coding	TRIM51	+	1629	0	0.00	0.0
chr11	55913650	55914582	protein_coding	OR5W2	-	933	1	0.01	0.014126527876762076
chr11	55935456	55936400	protein_coding	OR5I1	-	945	2	0.01	0.02789428679157464
chr11	55967558	55968463	protein_coding	OR10AG1	-	906	0	0.00	0.0
chr11	55978703	55986405	transcribed_pseudogene	OR7E5P	-	1833	31	0.09	0.22290320009797576
chr11	55993681	55994625	protein_coding	OR5F1	-	945	0	0.00	0.0
chr11	56030419	56031393	protein_coding	OR5AS1	+	975	0	0.00	0.0
chr11	56093308	56094240	protein_coding	OR8I2	+	933	0	0.00	0.0
chr11	56105043	56105981	protein_coding	OR8H2	+	939	0	0.00	0.0
chr11	56122373	56123311	protein_coding	OR8H3	+	939	0	0.00	0.0
chr11	56136771	56137718	protein_coding	OR8J3	-	948	0	0.00	0.0
chr11	56159394	56160317	protein_coding	OR8K5	-	924	0	0.00	0.0
chr11	56176618	56177556	protein_coding	OR5J2	+	939	0	0.00	0.0
chr11	56232106	56233185	protein_coding	OR5T2	-	1080	0	0.00	0.0
chr11	56252200	56253222	protein_coding	OR5T3	+	1023	0	0.00	0.0
chr11	56275639	56276619	protein_coding	OR5T1	+	981	0	0.00	0.0
chr11	56290127	56291062	protein_coding	OR8H1	-	936	0	0.00	0.0
chr11	56318307	56319245	protein_coding	OR8K3	+	939	0	0.00	0.0
chr11	56346039	56346998	protein_coding	OR8K1	+	960	0	0.00	0.0
chr11	56360215	56361288	protein_coding	OR8J1	+	1074	0	0.00	0.0
chr11	56375624	56376553	protein_coding	OR8U1	+	930	0	0.00	0.0
chr11	56412597	56413781	protein_coding	OR5AL1	+	1185	0	0.00	0.0
chr11	56417258	56418232	protein_coding	OR5R1	-	975	0	0.00	0.0
chr11	56462469	56463401	protein_coding	OR5M9	-	933	0	0.00	0.0
chr11	56469488	56470538	protein_coding	OR5M3	-	1051	0	0.00	0.0
chr11	56490435	56491370	protein_coding	OR5M8	-	936	0	0.00	0.0
chr11	56542340	56543257	protein_coding	OR5M11	-	918	0	0.00	0.0
chr11	56576774	56577721	protein_coding	OR5M10	-	948	1	0.01	0.013903006866053814
chr11	56612555	56613502	protein_coding	OR5M1	-	948	0	0.00	0.0
chr11	56641489	56642439	protein_coding	OR5AP2	-	951	1	0.01	0.0138591488002303
chr11	56663686	56664618	protein_coding	OR5AR1	+	933	0	0.00	0.0
chr11	56700388	56701305	protein_coding	OR9G1	+	918	1	0.01	0.01435735349566342
chr11	56742828	56743811	protein_coding	OR9G4	-	984	0	0.00	0.0
chr11	56743873	56743981	miRNA	MIR6128	+	109	0	0.00	0.0
chr11	56848478	56878078	lncRNA	LINC02735	+	2901	2	0.00	0.009086556710802494
chr11	56902651	56952343	lncRNA	LOC105369310	-	3290	3	0.00	0.012018283138923115
chr11	56988914	56989843	protein_coding	OR5AK2	+	930	0	0.00	0.0
chr11	57037534	57038460	transcribed_pseudogene	OR5AK4P	+	927	0	0.00	0.0
chr11	57044239	57231626	lncRNA	LOC105369309	-	4523	4	0.00	0.011656025212486418
chr11	57181953	57191717	protein_coding	LRRC55	+	5204	4	0.00	0.010130707539599552
chr11	57233577	57237453	protein_coding	APLNR	-	3877	8	0.01	0.027196390010872363
chr11	57247580	57276325	lncRNA	LOC107984364	-	448	3	0.03	0.08825926680146662
chr11	57299631	57324952	protein_coding	TNKS1BP1	-	6202	29308	24.55	62.28328286332302
chr11	57325986	57335892	protein_coding	SSRP1	-	3730	115936	161.45	409.66282461491386
chr11	57335943	57372399	protein_coding	P2RX3	+	5666	1869	1.71	4.347602259328722
chr11	57376769	57381150	protein_coding	PRG3	-	869	0	0.00	0.0
chr11	57386780	57390650	protein_coding	PRG2	-	1544	507	1.71	4.327905186575545
chr11	57392990	57404155	lncRNA	LOC105369312	-	6795	465	0.36	0.9019460613235972
chr11	57406954	57427580	protein_coding	SLC43A3	-	2909	88276	157.62	399.959483923741
chr11	57460528	57477534	protein_coding	RTN4RL2	+	2224	75370	176.03	446.6638520075374
chr11	57484531	57516561	protein_coding	SLC43A1	-	3520	341	0.50	1.2768173930612172
chr11	57528464	57542505	protein_coding	TIMM10	-	1646	3239	10.22	25.935713000432926
chr11	57536841	57550274	protein_coding	SMTNL1	+	2451	6	0.01	0.03226450553003431
chr11	57551655	57568330	protein_coding	UBE2L6	-	1708	9	0.03	0.06944991486017046
chr11	57597685	57614848	protein_coding	SERPING1	+	1868	452	1.26	3.189177103895394
chr11	57641198	57641286	miRNA	MIR130A	+	89	1	0.06	0.14809045515751704
chr11	57645087	57649944	protein_coding	YPEL4	-	1914	72	0.20	0.4958012730665461
chr11	57657744	57661865	protein_coding	CLP1	+	1846	958	2.70	6.839917869794267
chr11	57668040	57701187	protein_coding	ZDHHC5	+	4809	11563	12.49	31.69077230937553
chr11	57703709	57712323	protein_coding	MED19	-	1642	912	2.88	7.320466543377189
chr11	57712523	57740973	protein_coding	TMX2	+	1916	8163	22.13	56.15279347866505
chr11	57712523	57819180	lncRNA	TMX2-CTNND1	+	6251	0	0.00	0.0
chr11	57741250	57743554	protein_coding	SELENOH	+	1437	13774	49.79	126.33404016091018
chr11	57743514	57753176	protein_coding	BTBD18	-	4428	49	0.06	0.14584970075472717
chr11	57761802	57819540	protein_coding	CTNND1	+	6670	1233	0.96	2.436432125580277
chr11	58018021	58024419	lncRNA	LOC107984331	-	1100	0	0.00	0.0
chr11	58023881	58181616	protein_coding	OR9Q1	+	2488	0	0.00	0.0
chr11	58030953	58031906	protein_coding	OR6Q1	+	954	0	0.00	0.0
chr11	58118500	58119444	protein_coding	OR9I1	-	945	0	0.00	0.0
chr11	58190434	58191518	protein_coding	OR9Q2	+	1085	1	0.00	0.012147511989879277
chr11	58203204	58204181	protein_coding	OR1S2	-	978	0	0.00	0.0
chr11	58214745	58215722	protein_coding	OR1S1	+	978	1	0.01	0.013476534262800632
chr11	58227882	58228918	protein_coding	OR10Q1	-	1037	3	0.02	0.03812936502127006
chr11	58266792	58268260	protein_coding	OR10W1	-	1469	0	0.00	0.0
chr11	58358124	58359069	protein_coding	OR5B17	-	946	0	0.00	0.0
chr11	58402465	58403409	protein_coding	OR5B3	-	945	0	0.00	0.0
chr11	58422265	58423313	protein_coding	OR5B2	-	1049	0	0.00	0.0
chr11	58439120	58440173	protein_coding	OR5B12	-	1054	1	0.00	0.012504791754287491
chr11	58493936	58514755	lncRNA	LOC105369313	-	4720	47	0.05	0.1312420283737063
chr11	58507176	58508105	protein_coding	OR5B21	-	930	0	0.00	0.0
chr11	58526871	58578239	protein_coding	LPXN	-	5556	456	0.43	1.0817320072197034
chr11	58579063	58621550	protein_coding	ZFP91	+	5776	11940	10.74	27.245464521760226
chr11	58579114	58625733	lncRNA	ZFP91-CNTF	+	3544	0	0.00	0.0
chr11	58622665	58625733	protein_coding	CNTF	+	1902	4	0.01	0.0277182976004606
chr11	58708757	58731974	protein_coding	GLYAT	-	2703	3	0.01	0.014628246957845746
chr11	58834065	58905840	protein_coding	GLYATL2	-	2618	10	0.02	0.05034396680297562
chr11	58905398	58957074	protein_coding	GLYATL1	+	3926	2	0.00	0.006714238669902708
chr11	58933643	59058452	lncRNA	LOC283194	-	2603	0	0.00	0.0
chr11	59086307	59094786	protein_coding	GLYATL1B	+	909	0	0.00	0.0
chr11	59087966	59106688	lncRNA	LOC105369315	-	18069	18	0.01	0.013129719916007653
chr11	59107185	59127415	protein_coding	FAM111B	+	3561	874	1.27	3.234867774468582
chr11	59133972	59142808	lncRNA	FAM111A-DT	-	2247	188	0.43	1.1027367582089787
chr11	59142746	59155039	protein_coding	FAM111A	+	4303	559	0.67	1.7122119996610807
chr11	59171430	59208588	protein_coding	DTX4	+	6574	4850	3.83	9.723645416602105
chr11	59208510	59212927	protein_coding	MPEG1	-	4418	1	0.00	0.002983261772073114
chr11	59364459	59365394	protein_coding	OR5AN1	+	936	0	0.00	0.0
chr11	59421979	59422953	protein_coding	OR5A2	-	975	4	0.02	0.054072002088283146
chr11	59443169	59444116	protein_coding	OR5A1	+	948	0	0.00	0.0
chr11	59456961	59457905	protein_coding	OR4D6	+	945	2	0.01	0.02789428679157464
chr11	59477430	59478365	protein_coding	OR4D10	+	936	1	0.01	0.014081250543823738
chr11	59503576	59504511	protein_coding	OR4D11	+	936	1	0.01	0.014081250543823738
chr11	59514913	59515857	protein_coding	OR4D9	+	945	1	0.01	0.01394714339578732
chr11	59537532	59560746	lncRNA	LOC102723575	+	1133	35	0.16	0.4071507218143562
chr11	59550629	59550701	tRNA	TRV-TAC1-1	-	73	3	0.21	0.5416459113295485
chr11	59550987	59551059	tRNA	TRV-TAC2-1	-	73	17	1.21	3.069326830867442
chr11	59551294	59551379	tRNA	TRR-TCT3-2	+	73	3	0.21	0.5416459113295485
chr11	59551755	59551837	tRNA	TRL-TAA3-1	+	83	3	0.19	0.4763873677958681
chr11	59556429	59556501	tRNA	TRK-TTT5-1	+	73	7	0.50	1.2638404597689468
chr11	59557497	59557569	tRNA	TRF-GAA1-3	-	73	0	0.00	0.0
chr11	59560068	59565805	lncRNA	LINC02739	-	1455	37	0.13	0.3351627964492809
chr11	59560335	59560407	tRNA	TRK-TTT3-4	-	73	0	0.00	0.0
chr11	59566380	59566452	tRNA	TRF-GAA2-1	-	73	0	0.00	0.0
chr11	59574398	59615774	protein_coding	OSBP	-	4713	28184	31.06	78.81742914198854
chr11	59595077	59595158	miRNA	MIR3162	-	82	3	0.19	0.48219696984215915
chr11	59616089	59635536	lncRNA	LOC101927226	+	419	18	0.22	0.5662074204351845
chr11	59636716	59669037	protein_coding	PATL1	-	4129	22082	27.78	70.48725486562313
chr11	59674289	59676041	lncRNA	LOC105369318	+	1330	21	0.08	0.2081060606687213
chr11	59712916	59713845	protein_coding	OR10V1	-	930	2	0.01	0.02834419464305165
chr11	59748812	59749581	transcribed_pseudogene	OR10V2P	+	770	1	0.01	0.017116948713011712
chr11	59755374	59805879	protein_coding	STX3	+	7358	1236	0.87	2.2139905448691906
chr11	59806140	59810778	protein_coding	MRPL16	-	1083	4244	20.35	51.649246870061596
chr11	59829268	59845501	protein_coding	CBLIF	-	1518	1	0.00	0.00868251021674507
chr11	59852808	59866487	protein_coding	TCN1	-	1486	0	0.00	0.0
chr11	59942879	59995845	transcribed_pseudogene	OOSP1	+	1163	1	0.00	0.011332803533120392
chr11	60023803	60031095	protein_coding	OOSP4B	+	799	5	0.03	0.08247841369849197
chr11	60040409	60048044	protein_coding	OOSP2	+	1499	0	0.00	0.0
chr11	60056628	60071116	protein_coding	MS4A3	+	1688	3	0.01	0.023424260383327636
chr11	60088261	60098467	protein_coding	MS4A2	+	4096	12	0.02	0.03861342922564165
chr11	60159241	60164400	lncRNA	LINC02705	-	4409	4	0.00	0.011957405769125894
chr11	60171607	60184666	protein_coding	MS4A6A	-	3417	1	0.00	0.003857199446596142
chr11	60201253	60243137	protein_coding	MS4A4E	-	5873	207	0.18	0.4645446033316765
chr11	60209071	60209156	miRNA	MIR6503	-	86	0	0.00	0.0
chr11	60280666	60308970	protein_coding	MS4A4A	+	1857	1	0.00	0.0070974962353360345
chr11	60334882	60340968	protein_coding	MS4A6E	+	660	0	0.00	0.0
chr11	60378485	60395954	protein_coding	MS4A7	+	3009	14	0.02	0.06132293357469798
chr11	60396014	60417756	protein_coding	MS4A14	+	3573	2	0.00	0.007377582148905131
chr11	60429572	60447792	protein_coding	MS4A5	+	739	0	0.00	0.0
chr11	60455809	60470752	protein_coding	MS4A1	+	3594	10	0.01	0.036672372033998375
chr11	60492743	60507430	protein_coding	MS4A12	+	1315	1	0.00	0.01002285209811332
chr11	60503824	60507018	lncRNA	LOC105369320	-	826	0	0.00	0.0
chr11	60515382	60543424	protein_coding	MS4A13	+	1019	0	0.00	0.0
chr11	60607593	60704133	lncRNA	LOC105369321	-	1945	0	0.00	0.0
chr11	60615751	60687149	lncRNA	LINC00301	+	852	1	0.01	0.015469542850961287
chr11	60699612	60715807	protein_coding	MS4A8	+	1311	0	0.00	0.0
chr11	60722909	60744213	protein_coding	MS4A18	+	3314	2	0.00	0.007954164459275206
chr11	60756867	60776733	protein_coding	MS4A15	+	2282	3	0.01	0.01732697262360081
chr11	60785332	60801305	protein_coding	MS4A10	+	2422	60	0.13	0.3265082702482003
chr11	60792329	60836287	lncRNA	LOC105369322	-	1419	19	0.07	0.17647706812639982
chr11	60842113	60851081	protein_coding	CCDC86	+	1851	11415	32.03	81.28053839030366
chr11	60850933	60855950	protein_coding	PTGDR2	-	2881	88	0.16	0.4025839794493834
chr11	60867542	60875693	protein_coding	ZP1	+	2336	27	0.06	0.15233791256143553
chr11	60890547	60906585	protein_coding	PRPF19	-	2337	19015	42.26	107.23947814676792
chr11	60906668	60910888	lncRNA	LOC107984333	+	2077	38	0.10	0.2411371783065588
chr11	60913166	60913975	lncRNA	LOC105369323	-	393	28	0.37	0.9390366774873599
chr11	60914158	60923443	protein_coding	TMEM109	+	2129	12783	31.19	79.13601956636452
chr11	60924460	60937159	protein_coding	TMEM132A	+	5392	18222	17.55	44.54133538118407
chr11	60937084	60952176	protein_coding	SLC15A3	-	2557	15	0.03	0.07731746485541074
chr11	60971678	61020377	protein_coding	CD6	+	3254	13	0.02	0.052655395395589194
chr11	61003721	61008526	lncRNA	LOC105369326	-	1705	0	0.00	0.0
chr11	61028863	61092504	lncRNA	LOC105369325	-	4715	48	0.05	0.13417654812999213
chr11	61093963	61127852	protein_coding	CD5	+	3481	25	0.04	0.09465707059048419
chr11	61130257	61161426	protein_coding	VPS37C	-	2886	5388	9.70	24.606414463823445
chr11	61203515	61213098	protein_coding	PGA3	+	1613	0	0.00	0.0
chr11	61222349	61231695	protein_coding	PGA4	+	1383	0	0.00	0.0
chr11	61241176	61251444	protein_coding	PGA5	+	1381	0	0.00	0.0
chr11	61258286	61295316	protein_coding	VWCE	-	3595	218	0.31	0.7992353298932255
chr11	61299451	61333105	protein_coding	DDB1	-	4245	132864	162.57	412.5216091473033
chr11	61333182	61353426	protein_coding	TKFC	+	7433	18634	13.02	33.04144506727572
chr11	61348745	61362283	protein_coding	CYB561A3	-	4111	5188	6.55	16.632960846701696
chr11	61362361	61378224	protein_coding	TMEM138	+	4743	1363	1.49	3.7875624802430785
chr11	61391982	61398863	protein_coding	TMEM216	+	1833	751	2.13	5.400009783018703
chr11	61402648	61429992	protein_coding	CPSF7	-	3912	16378	21.75	55.17966953903718
chr11	61430125	61446767	protein_coding	SDHAF2	+	1219	3156	13.45	34.12324807749304
chr11	61481120	61490928	protein_coding	PPP1R32	+	1532	379	1.28	3.2605999627403444
chr11	61498671	61506649	lncRNA	LOC105369329	+	1685	3	0.01	0.023465965297956706
chr11	61508596	61508657	miRNA	MIR4488	+	62	0	0.00	0.0
chr11	61508749	61511018	protein_coding	LRRC10B	+	2270	21	0.05	0.1219299826825548
chr11	61513714	61588404	protein_coding	SYT7	-	12937	27999	11.24	28.525023900597002
chr11	61581403	61588273	lncRNA	LOC105369331	-	4342	108	0.13	0.3278317491879442
chr11	61588494	61607546	lncRNA	LOC101927495	+	2345	170	0.38	0.9554834057711014
chr11	61615036	61639449	transcribed_pseudogene	RPLP0P2	+	3525	2510	3.70	9.38494376670574
chr11	61680184	61747002	protein_coding	DAGLA	+	6433	551	0.44	1.1288990875904679
chr11	61752617	61788518	protein_coding	MYRF	+	6191	229	0.19	0.48751923220244786
chr11	61754029	61757664	lncRNA	MYRF-AS1	-	936	2	0.01	0.028162501087647476
chr11	61788949	61792599	protein_coding	TMEM258	-	578	20150	181.08	459.4775393715107
chr11	61792495	61792561	miRNA	MIR611	-	67	29	2.25	5.704797981515694
chr11	61792911	61797238	protein_coding	FEN1	+	2016	26074	67.18	170.4646016726993
chr11	61799627	61817003	protein_coding	FADS1	-	4541	52194	59.70	151.4907633269629
chr11	61815161	61815240	miRNA	MIR1908	-	80	0	0.00	0.0
chr11	61816203	61867354	protein_coding	FADS2	+	3585	9294	13.47	34.16886734472043
chr11	61873526	61892224	protein_coding	FADS3	-	2693	12801	24.69	62.6505111644829
chr11	61878216	61878278	miRNA	MIR6746	-	63	64	5.28	13.389257659955826
chr11	61897299	61946312	protein_coding	RAB3IL1	-	3794	1064	1.46	3.696250327252565
chr11	61946722	61965515	protein_coding	BEST1	+	6539	3537	2.81	7.1291999771219245
chr11	61953924	61959927	lncRNA	LOC107984334	-	4804	23	0.02	0.0631018238358529
chr11	61964285	61967634	protein_coding	FTH1	-	1203	597890	2581.50	6550.47414699699
chr11	61967798	61969370	lncRNA	LOC399900	+	1573	695	2.29	5.823353530685452
chr11	62050704	62082304	lncRNA	LINC02733	-	2647	62	0.12	0.30871293220973894
chr11	62123998	62155474	protein_coding	INCENP	+	6477	31330	25.12	63.75343252239706
chr11	62190216	62193539	protein_coding	SCGB1D1	+	453	0	0.00	0.0
chr11	62208673	62213943	protein_coding	SCGB2A1	+	520	2	0.02	0.05069250195776545
chr11	62242239	62244812	protein_coding	SCGB1D2	+	455	2	0.02	0.057934287951731944
chr11	62270130	62273160	protein_coding	SCGB2A2	+	669	0	0.00	0.0
chr11	62296281	62299075	protein_coding	SCGB1D4	-	446	0	0.00	0.0
chr11	62337430	62401401	protein_coding	ASRGL1	+	5310	559	0.55	1.3875043756198928
chr11	62394414	62401201	lncRNA	LOC107984335	-	1164	1	0.00	0.011323067447610838
chr11	62410627	62427913	lncRNA	LOC102723765	-	2380	6	0.01	0.03322701808996391
chr11	62419033	62423195	protein_coding	SCGB1A1	+	443	1	0.01	0.029751807018101612
chr11	62433544	62546806	protein_coding	AHNAK	-	19391	221752	59.40	150.72469498612682
chr11	62559596	62573891	protein_coding	EEF1G	-	1446	369763	1328.22	3370.3285037112023
chr11	62567011	62567071	miRNA	MIR6747	-	61	16	1.36	3.4570624285951523
chr11	62575052	62591523	protein_coding	TUT1	-	2705	4556	8.75	22.199005589312623
chr11	62593214	62601865	protein_coding	MTA2	-	3311	13279	20.83	52.85952603722849
chr11	62602218	62612775	protein_coding	EML3	-	3984	10219	13.32	33.806961885458165
chr11	62612741	62615120	protein_coding	ROM1	+	1878	1223	3.38	8.583174532763715
chr11	62615296	62621986	protein_coding	B3GAT3	-	2132	7844	19.11	48.491705531306366
chr11	62624826	62646726	protein_coding	GANAB	-	4363	209730	249.68	633.5668102811273
chr11	62646848	62653302	protein_coding	INTS5	-	3285	2376	3.76	9.532968039400055
chr11	62662817	62665216	protein_coding	C11orf98	-	809	151	0.97	2.46005887127549
chr11	62662817	62671783	protein_coding	LBHD1	-	1929	220	0.59	1.5031680207279337
chr11	62665253	62668108	protein_coding	CSKMT	+	2407	1006	2.17	5.508571172444176
chr11	62665422	62665570	snoRNA	SNORA57	+	149	0	0.00	0.0
chr11	62671673	62673686	protein_coding	UQCC3	+	1927	1581	4.26	10.813523536460336
chr11	62676498	62679117	protein_coding	UBXN1	-	1353	16352	62.78	159.29060304765628
chr11	62686406	62689530	protein_coding	LRRN4CL	-	2212	27	0.06	0.1608776508786227
chr11	62690262	62709619	protein_coding	BSCL2	-	2598	159	0.32	0.8066312667182539
chr11	62690262	62727384	lncRNA	HNRNPUL2-BSCL2	-	4014	0	0.00	0.0
chr11	62707255	62709206	protein_coding	GNG3	+	962	44	0.24	0.6028297530112647
chr11	62712630	62727457	protein_coding	HNRNPUL2	-	5214	11069	11.03	27.980433272790854
chr11	62728073	62738636	protein_coding	TTC9C	+	2283	7647	17.40	44.14710742114254
chr11	62750963	62754188	protein_coding	ZBTB3	-	2950	560	0.99	2.501975689847678
chr11	62761580	62766710	protein_coding	POLR2G	+	791	4872	31.99	81.17978012634721
chr11	62771396	62787342	protein_coding	TAF6L	+	2260	672	1.54	3.919023868168486
chr11	62787402	62790400	protein_coding	TMEM179B	+	1066	1310	6.38	16.19687257674945
chr11	62789815	62789885	miRNA	MIR6748	+	71	17	1.24	3.1557867415961023
chr11	62789971	62792006	protein_coding	TMEM223	-	1273	1526	6.23	15.799494954252177
chr11	62792125	62805443	protein_coding	NXF1	-	4099	3382	4.29	10.874586684923717
chr11	62792702	62792771	miRNA	MIR6514	-	70	1	0.07	0.1882864358431288
chr11	62806860	62832053	protein_coding	STX5	-	1834	4819	13.65	34.63176848580297
chr11	62832234	62834043	lncRNA	LOC105369332	+	565	29	0.27	0.6764981677195602
chr11	62832905	62841809	protein_coding	WDR74	-	2513	2307	4.77	12.099632520615547
chr11	62851978	62855885	lncRNA	SNHG1	-	1523	18329	62.51	158.6192684043398
chr11	62852910	62853035	snoRNA	SNORD22	-	126	898	37.02	93.93401077062761
chr11	62853326	62853393	snoRNA	SNORD31	-	68	347	26.51	67.25702245043527
chr11	62853663	62853732	snoRNA	SNORD30	-	70	244	18.11	45.94189034572343
chr11	62853904	62853968	snoRNA	SNORD29	-	65	550	43.95	111.523504307084
chr11	62854621	62854695	snoRNA	SNORD28	-	75	600	41.55	105.44040407215213
chr11	62855012	62855083	snoRNA	SNORD27	-	72	690	49.78	126.30881737809892
chr11	62855292	62855366	snoRNA	SNORD26	-	75	751	52.01	131.97623909697708
chr11	62855565	62855631	snoRNA	SNORD25	-	67	0	0.00	0.0
chr11	62856109	62888860	protein_coding	SLC3A2	+	2758	160510	302.29	767.0521781010306
chr11	62908675	62921861	protein_coding	CHRM1	-	2674	4	0.01	0.019715857156348566
chr11	62909466	62956328	lncRNA	LOC105369333	+	3338	7	0.01	0.027639410893688772
chr11	62976597	62984967	protein_coding	SLC22A6	-	2169	0	0.00	0.0
chr11	62992824	63015845	protein_coding	SLC22A8	-	2234	1	0.00	0.005899754032685325
chr11	63079940	63144221	protein_coding	SLC22A24	-	2492	1	0.00	0.00528894482705418
chr11	63162264	63243523	protein_coding	SLC22A25	-	8707	5	0.00	0.00756865195188872
chr11	63245695	63251182	lncRNA	LOC105369334	-	1865	1	0.00	0.007067051211270252
chr11	63268257	63311983	protein_coding	SLC22A10	+	3788	1	0.00	0.0034794219928772478
chr11	63368871	63410878	protein_coding	SLC22A9	+	3864	26	0.03	0.08868564007103893
chr11	63461404	63491203	protein_coding	PLAAT5	-	3276	1	0.00	0.004023214441092496
chr11	63506052	63516772	protein_coding	LGALS12	+	2438	5	0.01	0.02703045633514975
chr11	63536808	63546458	protein_coding	PLAAT4	+	758	46	0.32	0.7998447538454813
